"행정구역별","유형별","항목","단위","2024 년",
"보령시","개인->기타","면적[천㎡]","천㎡","1",
"보령시","법인->개인","동(호)수[동(호)수]","동(호)수","577",
"보령시","법인->개인","면적[천㎡]","천㎡","54",
"보령시","법인->법인","동(호)수[동(호)수]","동(호)수","1",
"보령시","법인->법인","면적[천㎡]","천㎡","0",
"보령시","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"보령시","법인->기타","면적[천㎡]","천㎡","0",
"보령시","기타->개인","동(호)수[동(호)수]","동(호)수","12",
"보령시","기타->개인","면적[천㎡]","천㎡","1",
"보령시","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"보령시","기타->법인","면적[천㎡]","천㎡","0",
"보령시","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"보령시","기타->기타","면적[천㎡]","천㎡","0",
"보령시","거래규모","동(호)수[동(호)수]","동(호)수","1935",
"보령시","거래규모","면적[천㎡]","천㎡","164",
"보령시","20㎡이하","동(호)수[동(호)수]","동(호)수","8",
"보령시","20㎡이하","면적[천㎡]","천㎡","0",
"보령시","21~40㎡","동(호)수[동(호)수]","동(호)수","130",
"보령시","21~40㎡","면적[천㎡]","천㎡","5",
"보령시","41~60㎡","동(호)수[동(호)수]","동(호)수","422",
"보령시","41~60㎡","면적[천㎡]","천㎡","23",
"보령시","61~85㎡","동(호)수[동(호)수]","동(호)수","909",
"보령시","61~85㎡","면적[천㎡]","천㎡","74",
"보령시","86~100㎡","동(호)수[동(호)수]","동(호)수","105",
"보령시","86~100㎡","면적[천㎡]","천㎡","10",
"보령시","101~135㎡","동(호)수[동(호)수]","동(호)수","287",
"보령시","101~135㎡","면적[천㎡]","천㎡","32",
"보령시","136~165㎡","동(호)수[동(호)수]","동(호)수","26",
"보령시","136~165㎡","면적[천㎡]","천㎡","4",
"보령시","166~198㎡","동(호)수[동(호)수]","동(호)수","18",
"보령시","166~198㎡","면적[천㎡]","천㎡","3",
"보령시","198㎡초과","동(호)수[동(호)수]","동(호)수","30",
"보령시","198㎡초과","면적[천㎡]","천㎡","13",
"보령시","거래원인","동(호)수[동(호)수]","동(호)수","1935",
"보령시","거래원인","면적[천㎡]","천㎡","164",
"보령시","매매","동(호)수[동(호)수]","동(호)수","1205",
"보령시","매매","면적[천㎡]","천㎡","96",
"보령시","판결","동(호)수[동(호)수]","동(호)수","2",
"보령시","판결","면적[천㎡]","천㎡","0",
"보령시","교환","동(호)수[동(호)수]","동(호)수","0",
"보령시","교환","면적[천㎡]","천㎡","0",
"보령시","증여","동(호)수[동(호)수]","동(호)수","163",
"보령시","증여","면적[천㎡]","천㎡","15",
"보령시","분양권","동(호)수[동(호)수]","동(호)수","0",
"보령시","분양권","면적[천㎡]","천㎡","0",
"보령시","분양권전매","동(호)수[동(호)수]","동(호)수","2",
"보령시","분양권전매","면적[천㎡]","천㎡","0",
"보령시","기타","동(호)수[동(호)수]","동(호)수","0",
"보령시","기타","면적[천㎡]","천㎡","0",
"보령시","기타소유권이전","동(호)수[동(호)수]","동(호)수","563",
"보령시","기타소유권이전","면적[천㎡]","천㎡","53",
"보령시","주택유형","동(호)수[동(호)수]","동(호)수","1935",
"보령시","주택유형","면적[천㎡]","천㎡","164",
"보령시","단독주택","동(호)수[동(호)수]","동(호)수","424",
"보령시","단독주택","면적[천㎡]","천㎡","41",
"보령시","다가구주택","동(호)수[동(호)수]","동(호)수","25",
"보령시","다가구주택","면적[천㎡]","천㎡","9",
"보령시","다세대주택","동(호)수[동(호)수]","동(호)수","47",
"보령시","다세대주택","면적[천㎡]","천㎡","3",
"보령시","연립주택","동(호)수[동(호)수]","동(호)수","99",
"보령시","연립주택","면적[천㎡]","천㎡","6",
"보령시","아파트","동(호)수[동(호)수]","동(호)수","1340",
"보령시","아파트","면적[천㎡]","천㎡","106",
"아산시","매입자거주지","동(호)수[동(호)수]","동(호)수","15475",
"아산시","매입자거주지","면적[천㎡]","천㎡","1191",
"아산시","관할 시군구내","동(호)수[동(호)수]","동(호)수","9155",
"아산시","관할 시군구내","면적[천㎡]","천㎡","697",
"아산시","관할 시도내","동(호)수[동(호)수]","동(호)수","3282",
"아산시","관할 시도내","면적[천㎡]","천㎡","249",
"아산시","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","443",
"아산시","관할 시도외 서울","면적[천㎡]","천㎡","38",
"아산시","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","2595",
"아산시","관할 시도외 기타","면적[천㎡]","천㎡","208",
"아산시","거래주체","동(호)수[동(호)수]","동(호)수","15475",
"아산시","거래주체","면적[천㎡]","천㎡","1191",
"아산시","개인->개인","동(호)수[동(호)수]","동(호)수","9130",
"아산시","개인->개인","면적[천㎡]","천㎡","687",
"아산시","개인->법인","동(호)수[동(호)수]","동(호)수","83",
"아산시","개인->법인","면적[천㎡]","천㎡","7",
"아산시","개인->기타","동(호)수[동(호)수]","동(호)수","105",
"아산시","개인->기타","면적[천㎡]","천㎡","11",
"아산시","법인->개인","동(호)수[동(호)수]","동(호)수","6014",
"아산시","법인->개인","면적[천㎡]","천㎡","474",
"아산시","법인->법인","동(호)수[동(호)수]","동(호)수","21",
"아산시","법인->법인","면적[천㎡]","천㎡","3",
"아산시","법인->기타","동(호)수[동(호)수]","동(호)수","18",
"아산시","법인->기타","면적[천㎡]","천㎡","1",
"아산시","기타->개인","동(호)수[동(호)수]","동(호)수","91",
"아산시","기타->개인","면적[천㎡]","천㎡","7",
"아산시","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"아산시","기타->법인","면적[천㎡]","천㎡","0",
"아산시","기타->기타","동(호)수[동(호)수]","동(호)수","13",
"아산시","기타->기타","면적[천㎡]","천㎡","1",
"아산시","거래규모","동(호)수[동(호)수]","동(호)수","15475",
"아산시","거래규모","면적[천㎡]","천㎡","1191",
"아산시","20㎡이하","동(호)수[동(호)수]","동(호)수","62",
"아산시","20㎡이하","면적[천㎡]","천㎡","1",
"아산시","21~40㎡","동(호)수[동(호)수]","동(호)수","1483",
"아산시","21~40㎡","면적[천㎡]","천㎡","54",
"아산시","41~60㎡","동(호)수[동(호)수]","동(호)수","2819",
"아산시","41~60㎡","면적[천㎡]","천㎡","155",
"아산시","61~85㎡","동(호)수[동(호)수]","동(호)수","9794",
"아산시","61~85㎡","면적[천㎡]","천㎡","778",
"아산시","86~100㎡","동(호)수[동(호)수]","동(호)수","392",
"아산시","86~100㎡","면적[천㎡]","천㎡","38",
"아산시","101~135㎡","동(호)수[동(호)수]","동(호)수","612",
"아산시","101~135㎡","면적[천㎡]","천㎡","68",
"아산시","136~165㎡","동(호)수[동(호)수]","동(호)수","81",
"아산시","136~165㎡","면적[천㎡]","천㎡","12",
"아산시","166~198㎡","동(호)수[동(호)수]","동(호)수","43",
"아산시","166~198㎡","면적[천㎡]","천㎡","8",
"아산시","198㎡초과","동(호)수[동(호)수]","동(호)수","189",
"아산시","198㎡초과","면적[천㎡]","천㎡","77",
"아산시","거래원인","동(호)수[동(호)수]","동(호)수","15475",
"아산시","거래원인","면적[천㎡]","천㎡","1191",
"아산시","매매","동(호)수[동(호)수]","동(호)수","6761",
"아산시","매매","면적[천㎡]","천㎡","518",
"아산시","판결","동(호)수[동(호)수]","동(호)수","5",
"아산시","판결","면적[천㎡]","천㎡","0",
"아산시","교환","동(호)수[동(호)수]","동(호)수","4",
"아산시","교환","면적[천㎡]","천㎡","0",
"아산시","증여","동(호)수[동(호)수]","동(호)수","576",
"아산시","증여","면적[천㎡]","천㎡","38",
"아산시","분양권","동(호)수[동(호)수]","동(호)수","0",
"아산시","분양권","면적[천㎡]","천㎡","0",
"아산시","분양권전매","동(호)수[동(호)수]","동(호)수","2189",
"아산시","분양권전매","면적[천㎡]","천㎡","173",
"아산시","기타","동(호)수[동(호)수]","동(호)수","0",
"아산시","기타","면적[천㎡]","천㎡","0",
"아산시","기타소유권이전","동(호)수[동(호)수]","동(호)수","5940",
"아산시","기타소유권이전","면적[천㎡]","천㎡","462",
"아산시","주택유형","동(호)수[동(호)수]","동(호)수","15475",
"아산시","주택유형","면적[천㎡]","천㎡","1191",
"아산시","단독주택","동(호)수[동(호)수]","동(호)수","525",
"아산시","단독주택","면적[천㎡]","천㎡","69",
"아산시","다가구주택","동(호)수[동(호)수]","동(호)수","120",
"아산시","다가구주택","면적[천㎡]","천㎡","47",
"아산시","다세대주택","동(호)수[동(호)수]","동(호)수","281",
"아산시","다세대주택","면적[천㎡]","천㎡","16",
"아산시","연립주택","동(호)수[동(호)수]","동(호)수","92",
"아산시","연립주택","면적[천㎡]","천㎡","6",
"아산시","아파트","동(호)수[동(호)수]","동(호)수","14457",
"아산시","아파트","면적[천㎡]","천㎡","1053",
"서산시","매입자거주지","동(호)수[동(호)수]","동(호)수","3939",
"서산시","매입자거주지","면적[천㎡]","천㎡","317",
"서산시","관할 시군구내","동(호)수[동(호)수]","동(호)수","2937",
"서산시","관할 시군구내","면적[천㎡]","천㎡","239",
"서산시","관할 시도내","동(호)수[동(호)수]","동(호)수","212",
"서산시","관할 시도내","면적[천㎡]","천㎡","17",
"서산시","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","141",
"서산시","관할 시도외 서울","면적[천㎡]","천㎡","12",
"서산시","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","649",
"서산시","관할 시도외 기타","면적[천㎡]","천㎡","49",
"서산시","거래주체","동(호)수[동(호)수]","동(호)수","3939",
"서산시","거래주체","면적[천㎡]","천㎡","317",
"서산시","개인->개인","동(호)수[동(호)수]","동(호)수","3193",
"서산시","개인->개인","면적[천㎡]","천㎡","255",
"서산시","개인->법인","동(호)수[동(호)수]","동(호)수","35",
"서산시","개인->법인","면적[천㎡]","천㎡","2",
"서산시","개인->기타","동(호)수[동(호)수]","동(호)수","7",
"서산시","개인->기타","면적[천㎡]","천㎡","1",
"서산시","법인->개인","동(호)수[동(호)수]","동(호)수","564",
"서산시","법인->개인","면적[천㎡]","천㎡","50",
"서산시","법인->법인","동(호)수[동(호)수]","동(호)수","125",
"서산시","법인->법인","면적[천㎡]","천㎡","9",
"서산시","법인->기타","동(호)수[동(호)수]","동(호)수","1",
"서산시","법인->기타","면적[천㎡]","천㎡","0",
"서산시","기타->개인","동(호)수[동(호)수]","동(호)수","9",
"서산시","기타->개인","면적[천㎡]","천㎡","1",
"서산시","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"서산시","기타->법인","면적[천㎡]","천㎡","0",
"서산시","기타->기타","동(호)수[동(호)수]","동(호)수","5",
"서산시","기타->기타","면적[천㎡]","천㎡","0",
"서산시","거래규모","동(호)수[동(호)수]","동(호)수","3939",
"서산시","거래규모","면적[천㎡]","천㎡","317",
"서산시","20㎡이하","동(호)수[동(호)수]","동(호)수","46",
"서산시","20㎡이하","면적[천㎡]","천㎡","1",
"서산시","21~40㎡","동(호)수[동(호)수]","동(호)수","224",
"서산시","21~40㎡","면적[천㎡]","천㎡","8",
"서산시","41~60㎡","동(호)수[동(호)수]","동(호)수","953",
"서산시","41~60㎡","면적[천㎡]","천㎡","52",
"서산시","61~85㎡","동(호)수[동(호)수]","동(호)수","1992",
"서산시","61~85㎡","면적[천㎡]","천㎡","161",
"서산시","86~100㎡","동(호)수[동(호)수]","동(호)수","118",
"서산시","86~100㎡","면적[천㎡]","천㎡","11",
"서산시","101~135㎡","동(호)수[동(호)수]","동(호)수","473",
"서산시","101~135㎡","면적[천㎡]","천㎡","53",
"서산시","136~165㎡","동(호)수[동(호)수]","동(호)수","70",
"서산시","136~165㎡","면적[천㎡]","천㎡","10",
"서산시","166~198㎡","동(호)수[동(호)수]","동(호)수","19",
"서산시","166~198㎡","면적[천㎡]","천㎡","3",
"서산시","198㎡초과","동(호)수[동(호)수]","동(호)수","44",
"서산시","198㎡초과","면적[천㎡]","천㎡","18",
"서산시","거래원인","동(호)수[동(호)수]","동(호)수","3939",
"서산시","거래원인","면적[천㎡]","천㎡","317",
"서산시","매매","동(호)수[동(호)수]","동(호)수","2864",
"서산시","매매","면적[천㎡]","천㎡","225",
"서산시","판결","동(호)수[동(호)수]","동(호)수","13",
"서산시","판결","면적[천㎡]","천㎡","1",
"서산시","교환","동(호)수[동(호)수]","동(호)수","9",
"서산시","교환","면적[천㎡]","천㎡","0",
"서산시","증여","동(호)수[동(호)수]","동(호)수","264",
"서산시","증여","면적[천㎡]","천㎡","20",
"서산시","분양권","동(호)수[동(호)수]","동(호)수","0",
"서산시","분양권","면적[천㎡]","천㎡","0",
"서산시","분양권전매","동(호)수[동(호)수]","동(호)수","219",
"서산시","분양권전매","면적[천㎡]","천㎡","21",
"서산시","기타","동(호)수[동(호)수]","동(호)수","0",
"서산시","기타","면적[천㎡]","천㎡","0",
"서산시","기타소유권이전","동(호)수[동(호)수]","동(호)수","570",
"서산시","기타소유권이전","면적[천㎡]","천㎡","51",
"서산시","주택유형","동(호)수[동(호)수]","동(호)수","3939",
"서산시","주택유형","면적[천㎡]","천㎡","317",
"서산시","단독주택","동(호)수[동(호)수]","동(호)수","425",
"서산시","단독주택","면적[천㎡]","천㎡","42",
"서산시","다가구주택","동(호)수[동(호)수]","동(호)수","35",
"서산시","다가구주택","면적[천㎡]","천㎡","14",
"서산시","다세대주택","동(호)수[동(호)수]","동(호)수","320",
"서산시","다세대주택","면적[천㎡]","천㎡","17",
"서산시","연립주택","동(호)수[동(호)수]","동(호)수","50",
"서산시","연립주택","면적[천㎡]","천㎡","4",
"서산시","아파트","동(호)수[동(호)수]","동(호)수","3109",
"서산시","아파트","면적[천㎡]","천㎡","240",
"논산시","매입자거주지","동(호)수[동(호)수]","동(호)수","1831",
"논산시","매입자거주지","면적[천㎡]","천㎡","153",
"논산시","관할 시군구내","동(호)수[동(호)수]","동(호)수","1279",
"논산시","관할 시군구내","면적[천㎡]","천㎡","107",
"논산시","관할 시도내","동(호)수[동(호)수]","동(호)수","147",
"논산시","관할 시도내","면적[천㎡]","천㎡","11",
"논산시","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","61",
"논산시","관할 시도외 서울","면적[천㎡]","천㎡","6",
"논산시","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","344",
"논산시","관할 시도외 기타","면적[천㎡]","천㎡","28",
"논산시","거래주체","동(호)수[동(호)수]","동(호)수","1831",
"논산시","거래주체","면적[천㎡]","천㎡","153",
"논산시","개인->개인","동(호)수[동(호)수]","동(호)수","1278",
"논산시","개인->개인","면적[천㎡]","천㎡","106",
"논산시","개인->법인","동(호)수[동(호)수]","동(호)수","21",
"논산시","개인->법인","면적[천㎡]","천㎡","2",
"논산시","개인->기타","동(호)수[동(호)수]","동(호)수","10",
"논산시","개인->기타","면적[천㎡]","천㎡","1",
"논산시","법인->개인","동(호)수[동(호)수]","동(호)수","464",
"논산시","법인->개인","면적[천㎡]","천㎡","40",
"논산시","법인->법인","동(호)수[동(호)수]","동(호)수","4",
"논산시","법인->법인","면적[천㎡]","천㎡","1",
"논산시","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"논산시","법인->기타","면적[천㎡]","천㎡","0",
"논산시","기타->개인","동(호)수[동(호)수]","동(호)수","53",
"논산시","기타->개인","면적[천㎡]","천㎡","4",
"논산시","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"논산시","기타->법인","면적[천㎡]","천㎡","0",
"논산시","기타->기타","동(호)수[동(호)수]","동(호)수","1",
"논산시","기타->기타","면적[천㎡]","천㎡","0",
"논산시","거래규모","동(호)수[동(호)수]","동(호)수","1831",
"논산시","거래규모","면적[천㎡]","천㎡","153",
"논산시","20㎡이하","동(호)수[동(호)수]","동(호)수","16",
"논산시","20㎡이하","면적[천㎡]","천㎡","0",
"논산시","21~40㎡","동(호)수[동(호)수]","동(호)수","103",
"논산시","21~40㎡","면적[천㎡]","천㎡","4",
"논산시","41~60㎡","동(호)수[동(호)수]","동(호)수","495",
"논산시","41~60㎡","면적[천㎡]","천㎡","27",
"논산시","61~85㎡","동(호)수[동(호)수]","동(호)수","907",
"논산시","61~85㎡","면적[천㎡]","천㎡","74",
"논산시","86~100㎡","동(호)수[동(호)수]","동(호)수","78",
"논산시","86~100㎡","면적[천㎡]","천㎡","7",
"논산시","101~135㎡","동(호)수[동(호)수]","동(호)수","147",
"논산시","101~135㎡","면적[천㎡]","천㎡","16",
"논산시","136~165㎡","동(호)수[동(호)수]","동(호)수","24",
"논산시","136~165㎡","면적[천㎡]","천㎡","4",
"논산시","166~198㎡","동(호)수[동(호)수]","동(호)수","15",
"논산시","166~198㎡","면적[천㎡]","천㎡","3",
"논산시","198㎡초과","동(호)수[동(호)수]","동(호)수","46",
"논산시","198㎡초과","면적[천㎡]","천㎡","18",
"논산시","거래원인","동(호)수[동(호)수]","동(호)수","1831",
"논산시","거래원인","면적[천㎡]","천㎡","153",
"논산시","매매","동(호)수[동(호)수]","동(호)수","1239",
"논산시","매매","면적[천㎡]","천㎡","101",
"논산시","판결","동(호)수[동(호)수]","동(호)수","4",
"논산시","판결","면적[천㎡]","천㎡","0",
"논산시","교환","동(호)수[동(호)수]","동(호)수","2",
"논산시","교환","면적[천㎡]","천㎡","0",
"논산시","증여","동(호)수[동(호)수]","동(호)수","82",
"논산시","증여","면적[천㎡]","천㎡","7",
"논산시","분양권","동(호)수[동(호)수]","동(호)수","0",
"논산시","분양권","면적[천㎡]","천㎡","0",
"논산시","분양권전매","동(호)수[동(호)수]","동(호)수","61",
"논산시","분양권전매","면적[천㎡]","천㎡","5",
"논산시","기타","동(호)수[동(호)수]","동(호)수","0",
"논산시","기타","면적[천㎡]","천㎡","0",
"논산시","기타소유권이전","동(호)수[동(호)수]","동(호)수","443",
"논산시","기타소유권이전","면적[천㎡]","천㎡","39",
"논산시","주택유형","동(호)수[동(호)수]","동(호)수","1831",
"논산시","주택유형","면적[천㎡]","천㎡","153",
"논산시","단독주택","동(호)수[동(호)수]","동(호)수","432",
"논산시","단독주택","면적[천㎡]","천㎡","44",
"논산시","다가구주택","동(호)수[동(호)수]","동(호)수","18",
"논산시","다가구주택","면적[천㎡]","천㎡","8",
"논산시","다세대주택","동(호)수[동(호)수]","동(호)수","62",
"논산시","다세대주택","면적[천㎡]","천㎡","4",
"논산시","연립주택","동(호)수[동(호)수]","동(호)수","77",
"논산시","연립주택","면적[천㎡]","천㎡","5",
"논산시","아파트","동(호)수[동(호)수]","동(호)수","1242",
"논산시","아파트","면적[천㎡]","천㎡","93",
"계룡시","매입자거주지","동(호)수[동(호)수]","동(호)수","1041",
"계룡시","매입자거주지","면적[천㎡]","천㎡","77",
"계룡시","관할 시군구내","동(호)수[동(호)수]","동(호)수","503",
"계룡시","관할 시군구내","면적[천㎡]","천㎡","38",
"계룡시","관할 시도내","동(호)수[동(호)수]","동(호)수","125",
"계룡시","관할 시도내","면적[천㎡]","천㎡","8",
"계룡시","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","35",
"계룡시","관할 시도외 서울","면적[천㎡]","천㎡","3",
"계룡시","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","378",
"계룡시","관할 시도외 기타","면적[천㎡]","천㎡","27",
"계룡시","거래주체","동(호)수[동(호)수]","동(호)수","1041",
"계룡시","거래주체","면적[천㎡]","천㎡","77",
"계룡시","개인->개인","동(호)수[동(호)수]","동(호)수","779",
"계룡시","개인->개인","면적[천㎡]","천㎡","54",
"계룡시","개인->법인","동(호)수[동(호)수]","동(호)수","3",
"계룡시","개인->법인","면적[천㎡]","천㎡","0",
"계룡시","개인->기타","동(호)수[동(호)수]","동(호)수","4",
"계룡시","개인->기타","면적[천㎡]","천㎡","0",
"계룡시","법인->개인","동(호)수[동(호)수]","동(호)수","237",
"계룡시","법인->개인","면적[천㎡]","천㎡","21",
"계룡시","법인->법인","동(호)수[동(호)수]","동(호)수","2",
"계룡시","법인->법인","면적[천㎡]","천㎡","0",
"계룡시","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"계룡시","법인->기타","면적[천㎡]","천㎡","0",
"계룡시","기타->개인","동(호)수[동(호)수]","동(호)수","14",
"계룡시","기타->개인","면적[천㎡]","천㎡","1",
"계룡시","기타->법인","동(호)수[동(호)수]","동(호)수","2",
"계룡시","기타->법인","면적[천㎡]","천㎡","0",
"계룡시","기타->기타","동(호)수[동(호)수]","동(호)수","0",
"계룡시","기타->기타","면적[천㎡]","천㎡","0",
"계룡시","거래규모","동(호)수[동(호)수]","동(호)수","1041",
"계룡시","거래규모","면적[천㎡]","천㎡","77",
"계룡시","20㎡이하","동(호)수[동(호)수]","동(호)수","4",
"계룡시","20㎡이하","면적[천㎡]","천㎡","0",
"계룡시","21~40㎡","동(호)수[동(호)수]","동(호)수","138",
"계룡시","21~40㎡","면적[천㎡]","천㎡","4",
"계룡시","41~60㎡","동(호)수[동(호)수]","동(호)수","340",
"계룡시","41~60㎡","면적[천㎡]","천㎡","20",
"계룡시","61~85㎡","동(호)수[동(호)수]","동(호)수","398",
"계룡시","61~85㎡","면적[천㎡]","천㎡","33",
"계룡시","86~100㎡","동(호)수[동(호)수]","동(호)수","7",
"계룡시","86~100㎡","면적[천㎡]","천㎡","1",
"계룡시","101~135㎡","동(호)수[동(호)수]","동(호)수","144",
"계룡시","101~135㎡","면적[천㎡]","천㎡","16",
"계룡시","136~165㎡","동(호)수[동(호)수]","동(호)수","6",
"계룡시","136~165㎡","면적[천㎡]","천㎡","1",
"계룡시","166~198㎡","동(호)수[동(호)수]","동(호)수","0",
"계룡시","166~198㎡","면적[천㎡]","천㎡","0",
"계룡시","198㎡초과","동(호)수[동(호)수]","동(호)수","4",
"계룡시","198㎡초과","면적[천㎡]","천㎡","1",
"계룡시","거래원인","동(호)수[동(호)수]","동(호)수","1041",
"계룡시","거래원인","면적[천㎡]","천㎡","77",
"계룡시","매매","동(호)수[동(호)수]","동(호)수","722",
"계룡시","매매","면적[천㎡]","천㎡","50",
"계룡시","판결","동(호)수[동(호)수]","동(호)수","1",
"계룡시","판결","면적[천㎡]","천㎡","0",
"계룡시","교환","동(호)수[동(호)수]","동(호)수","0",
"계룡시","교환","면적[천㎡]","천㎡","0",
"계룡시","증여","동(호)수[동(호)수]","동(호)수","58",
"계룡시","증여","면적[천㎡]","천㎡","4",
"계룡시","분양권","동(호)수[동(호)수]","동(호)수","0",
"계룡시","분양권","면적[천㎡]","천㎡","0",
"계룡시","분양권전매","동(호)수[동(호)수]","동(호)수","5",
"계룡시","분양권전매","면적[천㎡]","천㎡","0",
"계룡시","기타","동(호)수[동(호)수]","동(호)수","0",
"계룡시","기타","면적[천㎡]","천㎡","0",
"계룡시","기타소유권이전","동(호)수[동(호)수]","동(호)수","255",
"계룡시","기타소유권이전","면적[천㎡]","천㎡","22",
"계룡시","주택유형","동(호)수[동(호)수]","동(호)수","1041",
"계룡시","주택유형","면적[천㎡]","천㎡","77",
"계룡시","단독주택","동(호)수[동(호)수]","동(호)수","30",
"계룡시","단독주택","면적[천㎡]","천㎡","3",
"계룡시","다가구주택","동(호)수[동(호)수]","동(호)수","2",
"계룡시","다가구주택","면적[천㎡]","천㎡","1",
"계룡시","다세대주택","동(호)수[동(호)수]","동(호)수","5",
"계룡시","다세대주택","면적[천㎡]","천㎡","0",
"계룡시","연립주택","동(호)수[동(호)수]","동(호)수","4",
"계룡시","연립주택","면적[천㎡]","천㎡","0",
"계룡시","아파트","동(호)수[동(호)수]","동(호)수","1000",
"계룡시","아파트","면적[천㎡]","천㎡","73",
"당진시","매입자거주지","동(호)수[동(호)수]","동(호)수","3835",
"당진시","매입자거주지","면적[천㎡]","천㎡","309",
"당진시","관할 시군구내","동(호)수[동(호)수]","동(호)수","2436",
"당진시","관할 시군구내","면적[천㎡]","천㎡","195",
"당진시","관할 시도내","동(호)수[동(호)수]","동(호)수","405",
"당진시","관할 시도내","면적[천㎡]","천㎡","32",
"당진시","관할 시도외 서울","동(호)수[동(호)수]","동(호)수","163",
"당진시","관할 시도외 서울","면적[천㎡]","천㎡","13",
"당진시","관할 시도외 기타","동(호)수[동(호)수]","동(호)수","831",
"당진시","관할 시도외 기타","면적[천㎡]","천㎡","69",
"당진시","거래주체","동(호)수[동(호)수]","동(호)수","3835",
"당진시","거래주체","면적[천㎡]","천㎡","309",
"당진시","개인->개인","동(호)수[동(호)수]","동(호)수","3590",
"당진시","개인->개인","면적[천㎡]","천㎡","288",
"당진시","개인->법인","동(호)수[동(호)수]","동(호)수","39",
"당진시","개인->법인","면적[천㎡]","천㎡","5",
"당진시","개인->기타","동(호)수[동(호)수]","동(호)수","7",
"당진시","개인->기타","면적[천㎡]","천㎡","2",
"당진시","법인->개인","동(호)수[동(호)수]","동(호)수","108",
"당진시","법인->개인","면적[천㎡]","천㎡","10",
"당진시","법인->법인","동(호)수[동(호)수]","동(호)수","45",
"당진시","법인->법인","면적[천㎡]","천㎡","1",
"당진시","법인->기타","동(호)수[동(호)수]","동(호)수","0",
"당진시","법인->기타","면적[천㎡]","천㎡","0",
"당진시","기타->개인","동(호)수[동(호)수]","동(호)수","44",
"당진시","기타->개인","면적[천㎡]","천㎡","4",
"당진시","기타->법인","동(호)수[동(호)수]","동(호)수","0",
"당진시","기타->법인","면적[천㎡]","천㎡","0",
"당진시","기타->기타","동(호)수[동(호)수]","동(호)수","2",
"당진시","기타->기타","면적[천㎡]","천㎡","0",
"당진시","거래규모","동(호)수[동(호)수]","동(호)수","3835",
"당진시","거래규모","면적[천㎡]","천㎡","309",
"당진시","20㎡이하","동(호)수[동(호)수]","동(호)수","75",
"당진시","20㎡이하","면적[천㎡]","천㎡","1",
"당진시","21~40㎡","동(호)수[동(호)수]","동(호)수","193",
"당진시","21~40㎡","면적[천㎡]","천㎡","7",
"당진시","41~60㎡","동(호)수[동(호)수]","동(호)수","909",
"당진시","41~60㎡","면적[천㎡]","천㎡","49",
"당진시","61~85㎡","동(호)수[동(호)수]","동(호)수","2213",
"당진시","61~85㎡","면적[천㎡]","천㎡","182",
"당진시","86~100㎡","동(호)수[동(호)수]","동(호)수","146",
"당진시","86~100㎡","면적[천㎡]","천㎡","14",
"당진시","101~135㎡","동(호)수[동(호)수]","동(호)수","180",
"당진시","101~135㎡","면적[천㎡]","천㎡","21",
"당진시","136~165㎡","동(호)수[동(호)수]","동(호)수","35",
"당진시","136~165㎡","면적[천㎡]","천㎡","5",
"당진시","166~198㎡","동(호)수[동(호)수]","동(호)수","24",
"당진시","166~198㎡","면적[천㎡]","천㎡","4",
"당진시","198㎡초과","동(호)수[동(호)수]","동(호)수","60",
"당진시","198㎡초과","면적[천㎡]","천㎡","26",
"당진시","거래원인","동(호)수[동(호)수]","동(호)수","3835",
"당진시","거래원인","면적[천㎡]","천㎡","309",
"당진시","매매","동(호)수[동(호)수]","동(호)수","2457",
"당진시","매매","면적[천㎡]","천㎡","199",
"당진시","판결","동(호)수[동(호)수]","동(호)수","4",
"당진시","판결","면적[천㎡]","천㎡","0",
"당진시","교환","동(호)수[동(호)수]","동(호)수","2",
"당진시","교환","면적[천㎡]","천㎡","0",
"당진시","증여","동(호)수[동(호)수]","동(호)수","213",
"당진시","증여","면적[천㎡]","천㎡","16",
"당진시","분양권","동(호)수[동(호)수]","동(호)수","0",
"당진시","분양권","면적[천㎡]","천㎡","0",
"당진시","분양권전매","동(호)수[동(호)수]","동(호)수","945",
"당진시","분양권전매","면적[천㎡]","천㎡","79",
"당진시","기타","동(호)수[동(호)수]","동(호)수","0",
"당진시","기타","면적[천㎡]","천㎡","0",
"당진시","기타소유권이전","동(호)수[동(호)수]","동(호)수","214",
"당진시","기타소유권이전","면적[천㎡]","천㎡","15",
"당진시","주택유형","동(호)수[동(호)수]","동(호)수","3835",
"당진시","주택유형","면적[천㎡]","천㎡","309",
"당진시","단독주택","동(호)수[동(호)수]","동(호)수","357",
"당진시","단독주택","면적[천㎡]","천㎡","36",
