행정구역별,유형별,항목,단위,2020 년,2021 년,2022 년,2023 년,2024 년
의령군,101~135㎡,동(호)수[동(호)수],동(호)수,25,36,36,22,15
의령군,101~135㎡,면적[천㎡],천㎡,3,4,4,2,2
의령군,136~165㎡,동(호)수[동(호)수],동(호)수,11,10,17,2,7
의령군,136~165㎡,면적[천㎡],천㎡,2,2,3,0,1
의령군,166~198㎡,동(호)수[동(호)수],동(호)수,8,5,5,6,4
의령군,166~198㎡,면적[천㎡],천㎡,1,1,1,1,1
의령군,198㎡초과,동(호)수[동(호)수],동(호)수,12,15,12,8,10
의령군,198㎡초과,면적[천㎡],천㎡,7,6,5,3,4
의령군,거래원인,동(호)수[동(호)수],동(호)수,460,454,432,276,312
의령군,거래원인,면적[천㎡],천㎡,40,40,37,23,25
의령군,매매,동(호)수[동(호)수],동(호)수,318,318,316,175,219
의령군,매매,면적[천㎡],천㎡,26,27,28,14,19
의령군,판결,동(호)수[동(호)수],동(호)수,1,1,3,1,1
의령군,판결,면적[천㎡],천㎡,0,0,0,0,0
의령군,교환,동(호)수[동(호)수],동(호)수,0,0,0,0,0
의령군,교환,면적[천㎡],천㎡,0,0,0,0,0
의령군,증여,동(호)수[동(호)수],동(호)수,115,134,113,96,83
의령군,증여,면적[천㎡],천㎡,12,13,8,8,6
의령군,분양권,동(호)수[동(호)수],동(호)수,,,,,0
의령군,분양권,면적[천㎡],천㎡,,,,,0
의령군,분양권전매,동(호)수[동(호)수],동(호)수,2,0,0,3,2
의령군,분양권전매,면적[천㎡],천㎡,0,0,0,0,0
의령군,기타,동(호)수[동(호)수],동(호)수,,,,,0
의령군,기타,면적[천㎡],천㎡,,,,,0
의령군,기타소유권이전,동(호)수[동(호)수],동(호)수,24,1,0,1,7
의령군,기타소유권이전,면적[천㎡],천㎡,2,0,0,0,1
의령군,주택유형,동(호)수[동(호)수],동(호)수,460,454,432,276,312
의령군,주택유형,면적[천㎡],천㎡,40,40,37,23,25
의령군,단독주택,동(호)수[동(호)수],동(호)수,310,324,286,205,198
의령군,단독주택,면적[천㎡],천㎡,28,29,23,16,15
의령군,다가구주택,동(호)수[동(호)수],동(호)수,2,4,11,5,5
의령군,다가구주택,면적[천㎡],천㎡,1,1,4,2,2
의령군,다세대주택,동(호)수[동(호)수],동(호)수,38,24,13,8,33
의령군,다세대주택,면적[천㎡],천㎡,3,2,1,1,2
의령군,연립주택,동(호)수[동(호)수],동(호)수,16,24,26,19,16
의령군,연립주택,면적[천㎡],천㎡,1,2,2,1,1
의령군,아파트,동(호)수[동(호)수],동(호)수,94,78,96,39,60
의령군,아파트,면적[천㎡],천㎡,8,6,7,3,5
함안군,매입자거주지,동(호)수[동(호)수],동(호)수,1132,1161,978,858,796
함안군,매입자거주지,면적[천㎡],천㎡,90,93,80,68,62
함안군,관할 시군구내,동(호)수[동(호)수],동(호)수,674,586,524,505,499
함안군,관할 시군구내,면적[천㎡],천㎡,54,48,43,41,39
함안군,관할 시도내,동(호)수[동(호)수],동(호)수,309,361,274,251,207
함안군,관할 시도내,면적[천㎡],천㎡,25,30,24,19,16
함안군,관할 시도외 서울,동(호)수[동(호)수],동(호)수,13,10,13,9,7
함안군,관할 시도외 서울,면적[천㎡],천㎡,1,1,1,1,1
함안군,관할 시도외 기타,동(호)수[동(호)수],동(호)수,136,204,167,93,83
함안군,관할 시도외 기타,면적[천㎡],천㎡,10,15,12,6,6
함안군,거래주체,동(호)수[동(호)수],동(호)수,1132,1161,978,858,796
함안군,거래주체,면적[천㎡],천㎡,90,93,80,68,62
함안군,개인->개인,동(호)수[동(호)수],동(호)수,996,1045,880,783,725
함안군,개인->개인,면적[천㎡],천㎡,81,83,73,60,57
함안군,개인->법인,동(호)수[동(호)수],동(호)수,23,37,28,30,24
함안군,개인->법인,면적[천㎡],천㎡,2,4,2,3,2
함안군,개인->기타,동(호)수[동(호)수],동(호)수,8,9,3,7,12
함안군,개인->기타,면적[천㎡],천㎡,1,1,0,2,1
함안군,법인->개인,동(호)수[동(호)수],동(호)수,48,52,46,30,29
함안군,법인->개인,면적[천㎡],천㎡,4,4,4,2,2
함안군,법인->법인,동(호)수[동(호)수],동(호)수,1,15,15,6,2
함안군,법인->법인,면적[천㎡],천㎡,0,1,1,0,0
함안군,법인->기타,동(호)수[동(호)수],동(호)수,0,1,0,0,0
함안군,법인->기타,면적[천㎡],천㎡,0,0,0,0,0
함안군,기타->개인,동(호)수[동(호)수],동(호)수,54,2,5,1,2
함안군,기타->개인,면적[천㎡],천㎡,3,0,1,0,0
함안군,기타->법인,동(호)수[동(호)수],동(호)수,1,0,0,0,0
함안군,기타->법인,면적[천㎡],천㎡,0,0,0,0,0
함안군,기타->기타,동(호)수[동(호)수],동(호)수,1,0,1,1,2
함안군,기타->기타,면적[천㎡],천㎡,0,0,0,1,0
함안군,거래규모,동(호)수[동(호)수],동(호)수,1132,1161,978,858,796
함안군,거래규모,면적[천㎡],천㎡,90,93,80,68,62
함안군,20㎡이하,동(호)수[동(호)수],동(호)수,16,11,13,5,8
함안군,20㎡이하,면적[천㎡],천㎡,0,0,0,0,0
함안군,21~40㎡,동(호)수[동(호)수],동(호)수,66,67,66,60,58
함안군,21~40㎡,면적[천㎡],천㎡,2,2,2,2,2
함안군,41~60㎡,동(호)수[동(호)수],동(호)수,401,387,308,297,281
함안군,41~60㎡,면적[천㎡],천㎡,23,22,17,17,16
함안군,61~85㎡,동(호)수[동(호)수],동(호)수,437,464,400,332,311
함안군,61~85㎡,면적[천㎡],천㎡,34,36,31,26,24
함안군,86~100㎡,동(호)수[동(호)수],동(호)수,61,66,67,75,41
함안군,86~100㎡,면적[천㎡],천㎡,6,6,6,7,4
함안군,101~135㎡,동(호)수[동(호)수],동(호)수,82,102,72,49,54
함안군,101~135㎡,면적[천㎡],천㎡,9,12,8,6,6
함안군,136~165㎡,동(호)수[동(호)수],동(호)수,28,23,18,18,16
함안군,136~165㎡,면적[천㎡],천㎡,4,3,3,3,2
함안군,166~198㎡,동(호)수[동(호)수],동(호)수,17,7,12,4,6
함안군,166~198㎡,면적[천㎡],천㎡,3,1,2,1,1
함안군,198㎡초과,동(호)수[동(호)수],동(호)수,24,34,22,18,21
함안군,198㎡초과,면적[천㎡],천㎡,9,11,9,7,6
함안군,거래원인,동(호)수[동(호)수],동(호)수,1132,1161,978,858,796
함안군,거래원인,면적[천㎡],천㎡,90,93,80,68,62
함안군,매매,동(호)수[동(호)수],동(호)수,968,1001,832,725,674
함안군,매매,면적[천㎡],천㎡,76,81,68,56,53
함안군,판결,동(호)수[동(호)수],동(호)수,4,1,5,7,1
함안군,판결,면적[천㎡],천㎡,0,0,0,1,0
함안군,교환,동(호)수[동(호)수],동(호)수,0,0,1,0,0
함안군,교환,면적[천㎡],천㎡,0,0,0,0,0
함안군,증여,동(호)수[동(호)수],동(호)수,153,150,132,112,111
함안군,증여,면적[천㎡],천㎡,13,12,10,10,9
함안군,분양권,동(호)수[동(호)수],동(호)수,,,,,0
함안군,분양권,면적[천㎡],천㎡,,,,,0
함안군,분양권전매,동(호)수[동(호)수],동(호)수,0,0,0,0,0
함안군,분양권전매,면적[천㎡],천㎡,0,0,0,0,0
함안군,기타,동(호)수[동(호)수],동(호)수,,,,,0
함안군,기타,면적[천㎡],천㎡,,,,,0
함안군,기타소유권이전,동(호)수[동(호)수],동(호)수,7,9,8,14,10
함안군,기타소유권이전,면적[천㎡],천㎡,1,1,1,2,1
함안군,주택유형,동(호)수[동(호)수],동(호)수,1132,1161,978,858,796
함안군,주택유형,면적[천㎡],천㎡,90,93,80,68,62
함안군,단독주택,동(호)수[동(호)수],동(호)수,393,405,325,272,256
함안군,단독주택,면적[천㎡],천㎡,36,36,32,24,23
함안군,다가구주택,동(호)수[동(호)수],동(호)수,6,15,7,11,9
함안군,다가구주택,면적[천㎡],천㎡,2,6,3,4,3
함안군,다세대주택,동(호)수[동(호)수],동(호)수,17,54,44,43,26
함안군,다세대주택,면적[천㎡],천㎡,1,3,3,3,2
함안군,연립주택,동(호)수[동(호)수],동(호)수,18,39,38,15,12
함안군,연립주택,면적[천㎡],천㎡,1,3,3,1,1
함안군,아파트,동(호)수[동(호)수],동(호)수,698,648,564,517,493
함안군,아파트,면적[천㎡],천㎡,50,46,40,36,34
창녕군,매입자거주지,동(호)수[동(호)수],동(호)수,994,1052,895,724,630
창녕군,매입자거주지,면적[천㎡],천㎡,78,79,71,57,46
창녕군,관할 시군구내,동(호)수[동(호)수],동(호)수,565,608,506,414,366
창녕군,관할 시군구내,면적[천㎡],천㎡,46,45,41,32,27
창녕군,관할 시도내,동(호)수[동(호)수],동(호)수,151,173,160,107,107
창녕군,관할 시도내,면적[천㎡],천㎡,12,13,11,10,8
창녕군,관할 시도외 서울,동(호)수[동(호)수],동(호)수,11,22,14,9,8
창녕군,관할 시도외 서울,면적[천㎡],천㎡,1,2,1,1,1
창녕군,관할 시도외 기타,동(호)수[동(호)수],동(호)수,267,249,215,194,149
창녕군,관할 시도외 기타,면적[천㎡],천㎡,19,19,17,14,11
창녕군,거래주체,동(호)수[동(호)수],동(호)수,994,1052,895,724,630
창녕군,거래주체,면적[천㎡],천㎡,78,79,71,57,46
창녕군,개인->개인,동(호)수[동(호)수],동(호)수,905,949,803,673,562
창녕군,개인->개인,면적[천㎡],천㎡,71,70,62,52,41
창녕군,개인->법인,동(호)수[동(호)수],동(호)수,11,10,12,17,13
창녕군,개인->법인,면적[천㎡],천㎡,1,1,2,1,1
창녕군,개인->기타,동(호)수[동(호)수],동(호)수,6,5,6,7,5
창녕군,개인->기타,면적[천㎡],천㎡,0,0,1,1,1
창녕군,법인->개인,동(호)수[동(호)수],동(호)수,72,79,71,21,50
창녕군,법인->개인,면적[천㎡],천㎡,5,6,5,2,3
창녕군,법인->법인,동(호)수[동(호)수],동(호)수,0,6,0,0,0
창녕군,법인->법인,면적[천㎡],천㎡,0,0,0,0,0
창녕군,법인->기타,동(호)수[동(호)수],동(호)수,0,0,0,0,0
창녕군,법인->기타,면적[천㎡],천㎡,0,0,0,0,0
창녕군,기타->개인,동(호)수[동(호)수],동(호)수,0,3,3,4,0
창녕군,기타->개인,면적[천㎡],천㎡,0,0,1,1,0
창녕군,기타->법인,동(호)수[동(호)수],동(호)수,0,0,0,1,0
창녕군,기타->법인,면적[천㎡],천㎡,0,0,0,0,0
창녕군,기타->기타,동(호)수[동(호)수],동(호)수,0,0,0,1,0
창녕군,기타->기타,면적[천㎡],천㎡,0,0,0,0,0
창녕군,거래규모,동(호)수[동(호)수],동(호)수,994,1052,895,724,630
창녕군,거래규모,면적[천㎡],천㎡,78,79,71,57,46
창녕군,20㎡이하,동(호)수[동(호)수],동(호)수,21,25,16,21,10
창녕군,20㎡이하,면적[천㎡],천㎡,0,0,0,0,0
창녕군,21~40㎡,동(호)수[동(호)수],동(호)수,112,93,91,71,64
창녕군,21~40㎡,면적[천㎡],천㎡,3,3,3,2,2
창녕군,41~60㎡,동(호)수[동(호)수],동(호)수,275,304,221,205,176
창녕군,41~60㎡,면적[천㎡],천㎡,15,16,12,11,10
창녕군,61~85㎡,동(호)수[동(호)수],동(호)수,425,449,400,293,287
창녕군,61~85㎡,면적[천㎡],천㎡,33,35,31,23,22
창녕군,86~100㎡,동(호)수[동(호)수],동(호)수,66,93,72,55,47
창녕군,86~100㎡,면적[천㎡],천㎡,6,9,7,5,4
창녕군,101~135㎡,동(호)수[동(호)수],동(호)수,41,53,49,36,21
창녕군,101~135㎡,면적[천㎡],천㎡,5,6,6,4,2
창녕군,136~165㎡,동(호)수[동(호)수],동(호)수,19,11,13,14,8
창녕군,136~165㎡,면적[천㎡],천㎡,3,2,2,2,1
창녕군,166~198㎡,동(호)수[동(호)수],동(호)수,8,5,12,10,7
창녕군,166~198㎡,면적[천㎡],천㎡,1,1,2,2,1
창녕군,198㎡초과,동(호)수[동(호)수],동(호)수,27,19,21,19,10
창녕군,198㎡초과,면적[천㎡],천㎡,11,7,8,7,3
창녕군,거래원인,동(호)수[동(호)수],동(호)수,994,1052,895,724,630
창녕군,거래원인,면적[천㎡],천㎡,78,79,71,57,46
창녕군,매매,동(호)수[동(호)수],동(호)수,759,853,733,567,558
창녕군,매매,면적[천㎡],천㎡,60,65,58,44,41
창녕군,판결,동(호)수[동(호)수],동(호)수,9,1,3,8,6
창녕군,판결,면적[천㎡],천㎡,0,0,0,1,0
창녕군,교환,동(호)수[동(호)수],동(호)수,0,3,0,1,0
창녕군,교환,면적[천㎡],천㎡,0,0,0,0,0
창녕군,증여,동(호)수[동(호)수],동(호)수,209,177,157,138,62
창녕군,증여,면적[천㎡],천㎡,16,12,12,11,4
창녕군,분양권,동(호)수[동(호)수],동(호)수,,,,,0
창녕군,분양권,면적[천㎡],천㎡,,,,,0
창녕군,분양권전매,동(호)수[동(호)수],동(호)수,3,0,0,0,0
창녕군,분양권전매,면적[천㎡],천㎡,0,0,0,0,0
창녕군,기타,동(호)수[동(호)수],동(호)수,,,,,0
창녕군,기타,면적[천㎡],천㎡,,,,,0
창녕군,기타소유권이전,동(호)수[동(호)수],동(호)수,14,18,2,10,4
창녕군,기타소유권이전,면적[천㎡],천㎡,1,1,0,1,0
창녕군,주택유형,동(호)수[동(호)수],동(호)수,994,1052,895,724,630
창녕군,주택유형,면적[천㎡],천㎡,78,79,71,57,46
창녕군,단독주택,동(호)수[동(호)수],동(호)수,465,464,422,331,250
창녕군,단독주택,면적[천㎡],천㎡,37,35,35,27,20
창녕군,다가구주택,동(호)수[동(호)수],동(호)수,8,3,5,6,3
창녕군,다가구주택,면적[천㎡],천㎡,4,2,2,3,1
창녕군,다세대주택,동(호)수[동(호)수],동(호)수,66,46,64,52,48
창녕군,다세대주택,면적[천㎡],천㎡,4,4,5,4,3
창녕군,연립주택,동(호)수[동(호)수],동(호)수,33,65,53,28,42
창녕군,연립주택,면적[천㎡],천㎡,2,5,4,2,3
창녕군,아파트,동(호)수[동(호)수],동(호)수,422,474,351,307,287
창녕군,아파트,면적[천㎡],천㎡,30,34,25,21,19
고성군,매입자거주지,동(호)수[동(호)수],동(호)수,877,937,930,711,791
고성군,매입자거주지,면적[천㎡],천㎡,73,76,79,63,65
고성군,관할 시군구내,동(호)수[동(호)수],동(호)수,501,510,519,418,416
고성군,관할 시군구내,면적[천㎡],천㎡,41,41,45,33,32
고성군,관할 시도내,동(호)수[동(호)수],동(호)수,196,201,210,160,227
고성군,관할 시도내,면적[천㎡],천㎡,16,16,17,18,20
고성군,관할 시도외 서울,동(호)수[동(호)수],동(호)수,16,18,18,9,17
고성군,관할 시도외 서울,면적[천㎡],천㎡,1,1,2,1,1
고성군,관할 시도외 기타,동(호)수[동(호)수],동(호)수,164,208,183,124,131
고성군,관할 시도외 기타,면적[천㎡],천㎡,14,18,16,11,11
고성군,거래주체,동(호)수[동(호)수],동(호)수,877,937,930,711,791
고성군,거래주체,면적[천㎡],천㎡,73,76,79,63,65
고성군,개인->개인,동(호)수[동(호)수],동(호)수,803,847,753,593,619
고성군,개인->개인,면적[천㎡],천㎡,66,68,63,47,47
고성군,개인->법인,동(호)수[동(호)수],동(호)수,13,9,7,7,10
고성군,개인->법인,면적[천㎡],천㎡,2,1,1,1,2
고성군,개인->기타,동(호)수[동(호)수],동(호)수,28,19,22,20,2
고성군,개인->기타,면적[천㎡],천㎡,2,2,2,1,0
고성군,법인->개인,동(호)수[동(호)수],동(호)수,31,58,142,86,154
고성군,법인->개인,면적[천㎡],천㎡,3,5,13,8,14
고성군,법인->법인,동(호)수[동(호)수],동(호)수,2,3,5,4,1
고성군,법인->법인,면적[천㎡],천㎡,0,0,0,6,0
고성군,법인->기타,동(호)수[동(호)수],동(호)수,0,0,0,0,3
고성군,법인->기타,면적[천㎡],천㎡,0,0,0,0,1
고성군,기타->개인,동(호)수[동(호)수],동(호)수,0,1,1,1,2
고성군,기타->개인,면적[천㎡],천㎡,0,0,0,0,0
고성군,기타->법인,동(호)수[동(호)수],동(호)수,0,0,0,0,0
고성군,기타->법인,면적[천㎡],천㎡,0,0,0,0,0
고성군,기타->기타,동(호)수[동(호)수],동(호)수,0,0,0,0,0
고성군,기타->기타,면적[천㎡],천㎡,0,0,0,0,0
고성군,거래규모,동(호)수[동(호)수],동(호)수,877,937,930,711,791
고성군,거래규모,면적[천㎡],천㎡,73,76,79,63,65
고성군,20㎡이하,동(호)수[동(호)수],동(호)수,11,16,12,13,16
고성군,20㎡이하,면적[천㎡],천㎡,0,0,0,0,0
고성군,21~40㎡,동(호)수[동(호)수],동(호)수,65,64,68,46,60
고성군,21~40㎡,면적[천㎡],천㎡,2,2,2,1,2
고성군,41~60㎡,동(호)수[동(호)수],동(호)수,205,209,189,189,167
고성군,41~60㎡,면적[천㎡],천㎡,11,11,10,10,9
고성군,61~85㎡,동(호)수[동(호)수],동(호)수,367,389,419,280,352
고성군,61~85㎡,면적[천㎡],천㎡,28,30,32,22,28
고성군,86~100㎡,동(호)수[동(호)수],동(호)수,85,106,69,60,64
고성군,86~100㎡,면적[천㎡],천㎡,8,10,6,6,6
고성군,101~135㎡,동(호)수[동(호)수],동(호)수,69,87,108,74,95
고성군,101~135㎡,면적[천㎡],천㎡,8,10,13,9,11
고성군,136~165㎡,동(호)수[동(호)수],동(호)수,29,28,19,20,17
고성군,136~165㎡,면적[천㎡],천㎡,4,4,3,3,2
고성군,166~198㎡,동(호)수[동(호)수],동(호)수,22,18,21,11,7
고성군,166~198㎡,면적[천㎡],천㎡,4,3,4,2,1
고성군,198㎡초과,동(호)수[동(호)수],동(호)수,24,20,25,18,13
고성군,198㎡초과,면적[천㎡],천㎡,7,6,9,10,5
고성군,거래원인,동(호)수[동(호)수],동(호)수,877,937,930,711,791
고성군,거래원인,면적[천㎡],천㎡,73,76,79,63,65
고성군,매매,동(호)수[동(호)수],동(호)수,610,723,635,506,459
고성군,매매,면적[천㎡],천㎡,51,61,55,46,37
고성군,판결,동(호)수[동(호)수],동(호)수,3,4,2,1,0
고성군,판결,면적[천㎡],천㎡,0,0,0,0,0
고성군,교환,동(호)수[동(호)수],동(호)수,1,0,2,0,1
고성군,교환,면적[천㎡],천㎡,0,0,1,0,0
고성군,증여,동(호)수[동(호)수],동(호)수,229,193,179,128,157
고성군,증여,면적[천㎡],천㎡,19,14,12,10,11
고성군,분양권,동(호)수[동(호)수],동(호)수,,,,,0
고성군,분양권,면적[천㎡],천㎡,,,,,0
고성군,분양권전매,동(호)수[동(호)수],동(호)수,0,0,3,3,20
고성군,분양권전매,면적[천㎡],천㎡,0,0,0,0,2
고성군,기타,동(호)수[동(호)수],동(호)수,,,,,0
고성군,기타,면적[천㎡],천㎡,,,,,0
고성군,기타소유권이전,동(호)수[동(호)수],동(호)수,34,17,109,73,154
고성군,기타소유권이전,면적[천㎡],천㎡,3,2,11,6,14
고성군,주택유형,동(호)수[동(호)수],동(호)수,877,937,930,711,791
고성군,주택유형,면적[천㎡],천㎡,73,76,79,63,65
고성군,단독주택,동(호)수[동(호)수],동(호)수,522,530,494,366,344
고성군,단독주택,면적[천㎡],천㎡,45,45,41,30,29
고성군,다가구주택,동(호)수[동(호)수],동(호)수,11,15,13,6,10
고성군,다가구주택,면적[천㎡],천㎡,3,3,6,2,3
고성군,다세대주택,동(호)수[동(호)수],동(호)수,36,48,62,29,46
고성군,다세대주택,면적[천㎡],천㎡,2,4,4,8,2
고성군,연립주택,동(호)수[동(호)수],동(호)수,25,24,23,26,21
고성군,연립주택,면적[천㎡],천㎡,2,2,2,2,1
고성군,아파트,동(호)수[동(호)수],동(호)수,283,320,338,284,370
고성군,아파트,면적[천㎡],천㎡,20,23,26,21,29
남해군,매입자거주지,동(호)수[동(호)수],동(호)수,1067,1002,807,627,566
남해군,매입자거주지,면적[천㎡],천㎡,86,85,72,55,44
남해군,관할 시군구내,동(호)수[동(호)수],동(호)수,593,505,411,330,291
남해군,관할 시군구내,면적[천㎡],천㎡,46,42,37,29,22
남해군,관할 시도내,동(호)수[동(호)수],동(호)수,122,156,118,87,72
남해군,관할 시도내,면적[천㎡],천㎡,9,13,13,7,6
남해군,관할 시도외 서울,동(호)수[동(호)수],동(호)수,31,42,32,20,28
남해군,관할 시도외 서울,면적[천㎡],천㎡,3,4,2,2,2
남해군,관할 시도외 기타,동(호)수[동(호)수],동(호)수,321,299,246,190,175
남해군,관할 시도외 기타,면적[천㎡],천㎡,28,26,20,17,13
남해군,거래주체,동(호)수[동(호)수],동(호)수,1067,1002,807,627,566
남해군,거래주체,면적[천㎡],천㎡,86,85,72,55,44
남해군,개인->개인,동(호)수[동(호)수],동(호)수,807,863,698,575,542
남해군,개인->개인,면적[천㎡],천㎡,67,74,63,49,42
남해군,개인->법인,동(호)수[동(호)수],동(호)수,13,18,10,11,4
남해군,개인->법인,면적[천㎡],천㎡,1,2,1,1,0
남해군,개인->기타,동(호)수[동(호)수],동(호)수,30,54,15,19,13
남해군,개인->기타,면적[천㎡],천㎡,2,4,2,1,1
남해군,법인->개인,동(호)수[동(호)수],동(호)수,133,57,41,14,6
남해군,법인->개인,면적[천㎡],천㎡,8,4,3,1,1
남해군,법인->법인,동(호)수[동(호)수],동(호)수,80,1,40,3,0
남해군,법인->법인,면적[천㎡],천㎡,8,0,3,2,0
남해군,법인->기타,동(호)수[동(호)수],동(호)수,1,1,0,2,0
남해군,법인->기타,면적[천㎡],천㎡,0,0,0,0,0
남해군,기타->개인,동(호)수[동(호)수],동(호)수,2,8,1,2,1
남해군,기타->개인,면적[천㎡],천㎡,0,1,0,0,0
남해군,기타->법인,동(호)수[동(호)수],동(호)수,0,0,1,1,0
남해군,기타->법인,면적[천㎡],천㎡,0,0,0,0,0
남해군,기타->기타,동(호)수[동(호)수],동(호)수,1,0,1,0,0
남해군,기타->기타,면적[천㎡],천㎡,0,0,0,0,0
남해군,거래규모,동(호)수[동(호)수],동(호)수,1067,1002,807,627,566
남해군,거래규모,면적[천㎡],천㎡,86,85,72,55,44
남해군,20㎡이하,동(호)수[동(호)수],동(호)수,34,53,30,39,21
남해군,20㎡이하,면적[천㎡],천㎡,0,1,0,0,0
남해군,21~40㎡,동(호)수[동(호)수],동(호)수,171,113,81,72,86
남해군,21~40㎡,면적[천㎡],천㎡,5,4,3,2,3
남해군,41~60㎡,동(호)수[동(호)수],동(호)수,202,227,177,138,127
남해군,41~60㎡,면적[천㎡],천㎡,11,12,10,7,7
남해군,61~85㎡,동(호)수[동(호)수],동(호)수,301,295,235,181,171
남해군,61~85㎡,면적[천㎡],천㎡,23,22,18,13,12
남해군,86~100㎡,동(호)수[동(호)수],동(호)수,164,101,90,54,59
남해군,86~100㎡,면적[천㎡],천㎡,16,9,8,5,6
남해군,101~135㎡,동(호)수[동(호)수],동(호)수,89,77,83,49,45
남해군,101~135㎡,면적[천㎡],천㎡,10,9,10,6,5
남해군,136~165㎡,동(호)수[동(호)수],동(호)수,47,50,31,27,19
남해군,136~165㎡,면적[천㎡],천㎡,7,7,5,4,3
남해군,166~198㎡,동(호)수[동(호)수],동(호)수,22,36,37,32,16
남해군,166~198㎡,면적[천㎡],천㎡,4,7,7,6,3
남해군,198㎡초과,동(호)수[동(호)수],동(호)수,37,50,43,35,22
남해군,198㎡초과,면적[천㎡],천㎡,10,14,12,11,5
남해군,거래원인,동(호)수[동(호)수],동(호)수,1067,1002,807,627,566
남해군,거래원인,면적[천㎡],천㎡,86,85,72,55,44
남해군,매매,동(호)수[동(호)수],동(호)수,724,603,522,407,360
남해군,매매,면적[천㎡],천㎡,61,53,49,39,29
남해군,판결,동(호)수[동(호)수],동(호)수,5,5,4,4,3
남해군,판결,면적[천㎡],천㎡,0,1,0,0,0
남해군,교환,동(호)수[동(호)수],동(호)수,2,9,3,1,2
남해군,교환,면적[천㎡],천㎡,0,1,0,0,0
남해군,증여,동(호)수[동(호)수],동(호)수,283,299,230,194,191
남해군,증여,면적[천㎡],천㎡,22,24,18,14,14
남해군,분양권,동(호)수[동(호)수],동(호)수,,,,,0
남해군,분양권,면적[천㎡],천㎡,,,,,0
남해군,분양권전매,동(호)수[동(호)수],동(호)수,0,1,0,0,0
남해군,분양권전매,면적[천㎡],천㎡,0,0,0,0,0
남해군,기타,동(호)수[동(호)수],동(호)수,,,,,0
남해군,기타,면적[천㎡],천㎡,,,,,0
남해군,기타소유권이전,동(호)수[동(호)수],동(호)수,53,85,48,21,10
남해군,기타소유권이전,면적[천㎡],천㎡,3,6,4,1,1
남해군,주택유형,동(호)수[동(호)수],동(호)수,1067,1002,807,627,566
남해군,주택유형,면적[천㎡],천㎡,86,85,72,55,44
남해군,단독주택,동(호)수[동(호)수],동(호)수,655,760,576,476,430
남해군,단독주택,면적[천㎡],천㎡,54,65,50,42,33
남해군,다가구주택,동(호)수[동(호)수],동(호)수,113,33,53,29,17
남해군,다가구주택,면적[천㎡],천㎡,15,5,9,5,3
남해군,다세대주택,동(호)수[동(호)수],동(호)수,92,36,33,49,42
남해군,다세대주택,면적[천㎡],천㎡,4,2,2,3,2
남해군,연립주택,동(호)수[동(호)수],동(호)수,44,23,11,9,17
남해군,연립주택,면적[천㎡],천㎡,2,1,1,1,1
남해군,아파트,동(호)수[동(호)수],동(호)수,163,150,134,64,60
남해군,아파트,면적[천㎡],천㎡,12,11,10,4,4
하동군,매입자거주지,동(호)수[동(호)수],동(호)수,690,674,625,526,500
하동군,매입자거주지,면적[천㎡],천㎡,59,56,52,43,39
하동군,관할 시군구내,동(호)수[동(호)수],동(호)수,333,354,341,299,275
하동군,관할 시군구내,면적[천㎡],천㎡,29,30,30,25,20
하동군,관할 시도내,동(호)수[동(호)수],동(호)수,103,110,102,89,93
하동군,관할 시도내,면적[천㎡],천㎡,9,9,8,7,9
하동군,관할 시도외 서울,동(호)수[동(호)수],동(호)수,20,46,25,20,10
하동군,관할 시도외 서울,면적[천㎡],천㎡,2,4,2,2,1
하동군,관할 시도외 기타,동(호)수[동(호)수],동(호)수,234,164,157,118,122
하동군,관할 시도외 기타,면적[천㎡],천㎡,19,13,13,9,9
하동군,거래주체,동(호)수[동(호)수],동(호)수,690,674,625,526,500
하동군,거래주체,면적[천㎡],천㎡,59,56,52,43,39
하동군,개인->개인,동(호)수[동(호)수],동(호)수,597,624,576,477,446
하동군,개인->개인,면적[천㎡],천㎡,50,51,48,38,35
하동군,개인->법인,동(호)수[동(호)수],동(호)수,12,7,10,3,0
하동군,개인->법인,면적[천㎡],천㎡,1,1,1,0,0
하동군,개인->기타,동(호)수[동(호)수],동(호)수,14,3,3,2,6
하동군,개인->기타,면적[천㎡],천㎡,1,0,0,0,1
하동군,법인->개인,동(호)수[동(호)수],동(호)수,42,31,30,36,43
하동군,법인->개인,면적[천㎡],천㎡,4,3,3,3,3
하동군,법인->법인,동(호)수[동(호)수],동(호)수,22,1,1,2,1
하동군,법인->법인,면적[천㎡],천㎡,2,0,0,0,0
하동군,법인->기타,동(호)수[동(호)수],동(호)수,0,0,0,2,0
하동군,법인->기타,면적[천㎡],천㎡,0,0,0,0,0
하동군,기타->개인,동(호)수[동(호)수],동(호)수,3,8,5,3,4
하동군,기타->개인,면적[천㎡],천㎡,0,0,1,0,0
하동군,기타->법인,동(호)수[동(호)수],동(호)수,0,0,0,0,0
하동군,기타->법인,면적[천㎡],천㎡,0,0,0,0,0
하동군,기타->기타,동(호)수[동(호)수],동(호)수,0,0,0,1,0
하동군,기타->기타,면적[천㎡],천㎡,0,0,0,0,0
하동군,거래규모,동(호)수[동(호)수],동(호)수,690,674,625,526,500
하동군,거래규모,면적[천㎡],천㎡,59,56,52,43,39
하동군,20㎡이하,동(호)수[동(호)수],동(호)수,15,17,10,14,15
하동군,20㎡이하,면적[천㎡],천㎡,0,0,0,0,0
하동군,21~40㎡,동(호)수[동(호)수],동(호)수,65,61,48,48,54
